date,name,amount,category,status
1/23/2024,Airbnb,1913.56,Travel,Pending
10/2/2023,Starbucks,1750.98,Food & Drinks,Pending
2/8/2024,Best Buy,751.94,Shopping,Pending
5/24/2024,Gym Membership,1576.36,Fitness & Sports,Posted
6/18/2024,Netflix,-488.63,Subscriptions,Posted
8/9/2024,Subway,1185.69,Food & Drinks,Pending
12/28/2023,Office Depot,-1726.01,Business Services,Pending
12/11/2023,Loan Repayment,482.32,Insurance & Financial,Posted
6/17/2024,Amazon Prime,1571.34,Subscriptions,Posted
11/22/2023,Miscellaneous Expense,1328.35,Others,Pending
6/21/2023,Tectra Inc,-2366.02,Business Services,Posted
8/23/2024,IKEA,410.36,Shopping,Pending
7/10/2024,Madison Bicycle Shop,1590.38,Business Services,Posted
1/1/2024,Amazon Prime,255.1,Subscriptions,Posted
7/27/2023,Amazon Prime,159.76,Subscriptions,Posted
5/16/2023,Venmo,1380.17,Others,Posted
3/24/2024,Venmo,2948.32,Others,Pending
9/13/2023,Nike Training,2344.55,Fitness & Sports,Pending
4/22/2024,Staples,1859.58,Business Services,Pending
7/25/2024,PayPal,444.1,Others,Posted
4/15/2024,Expedia,701.76,Travel,Pending
8/6/2024,Gift Card,271.87,Others,Pending
2/9/2024,Expedia,1114.83,Travel,Posted
7/27/2024,Domino's Pizza,-1863.75,Food & Drinks,Posted
2/3/2023,PG&E,674.05,Bills & Utilities,Posted
3/15/2023,Madison Bicycle Shop,2439.16,Business Services,Posted
5/28/2024,Airbnb,2224.65,Travel,Pending
7/19/2024,PG&E,420.31,Bills & Utilities,Pending
8/7/2023,Amazon,1302.77,Shopping,Posted
4/27/2024,eBay,334.13,Shopping,Posted
5/11/2023,Donation,573.62,Others,Posted
2/13/2023,Comcast,652.14,Bills & Utilities,Posted
1/11/2024,Planet Fitness,85.63,Fitness & Sports,Pending
8/19/2024,Nike Training,516.13,Fitness & Sports,Pending
11/18/2023,Amazon,1886.82,Shopping,Posted
8/12/2023,Tectra Inc,1435.32,Business Services,Posted
1/27/2023,Apple Music,65.59,Subscriptions,Pending
10/6/2023,Best Buy,2827.46,Shopping,Posted
4/20/2024,Car Insurance,738.63,Insurance & Financial,Posted
1/13/2024,Overdraft Fee,680.18,Banking & Fees,Pending
7/25/2023,Uber,2615.78,Travel,Posted
1/16/2024,Uber,836.53,Travel,Posted
12/15/2023,IKEA,2514.04,Shopping,Pending
6/15/2024,Expedia,-367.79,Travel,Posted
7/16/2024,Best Buy,1362.85,Shopping,Pending
1/28/2024,Rent Payment,148.27,Bills & Utilities,Posted
12/15/2023,PG&E,946.5,Bills & Utilities,Pending
8/17/2023,Automatic Payment,1381.17,Business Services,Pending
4/26/2024,Gym Membership,1366.72,Fitness & Sports,Pending
6/1/2024,Donation,623.9,Others,Posted
8/25/2023,YouTube Premium,47.98,Subscriptions,Posted
2/20/2024,YouTube Premium,1319.38,Subscriptions,Posted
4/1/2024,Health Insurance,2970,Insurance & Financial,Pending
5/17/2024,Gym Membership,1323.58,Fitness & Sports,Posted
11/16/2023,Water Bill,2851.27,Bills & Utilities,Pending
2/10/2023,PayPal,1983.72,Others,Pending
6/29/2024,Walmart,2101.16,Shopping,Posted
2/20/2024,Office Depot,19.34,Business Services,Posted
1/3/2023,Office Depot,2363.69,Business Services,Posted
8/16/2023,Mortgage Payment,216.62,Insurance & Financial,Posted
4/30/2024,Touchstone Climbing,1286.97,Fitness & Sports,Pending
3/7/2024,Subway,1479.31,Food & Drinks,Pending
6/4/2023,Miscellaneous Expense,1738.2,Others,Pending
6/23/2024,Loan Repayment,2489.43,Insurance & Financial,Posted
3/19/2024,Planet Fitness,1018.5,Fitness & Sports,Pending
9/25/2023,Electricity Bill,2021.18,Bills & Utilities,Pending
8/22/2023,PayPal,2463.28,Others,Posted
8/12/2023,eBay,2608.23,Shopping,Pending
10/4/2023,Uber,1728.48,Travel,Pending
5/24/2023,Venmo,2335.08,Others,Pending
6/11/2024,Uber,758.69,Travel,Posted
5/25/2024,PayPal,-664.52,Others,Pending
7/19/2024,IKEA,-2808.35,Shopping,Posted
7/27/2023,Costco,1782.21,Shopping,Posted
2/2/2024,Donation,114.44,Others,Pending
1/25/2024,Gift Card,-2103.25,Others,Pending
4/12/2024,Donation,-2860.94,Others,Posted
10/26/2023,Tectra Inc,893.34,Business Services,Pending
6/13/2023,PayPal,1880.11,Others,Posted
3/22/2023,Airbnb,2273.06,Travel,Pending
2/13/2023,CREDIT CARD PAYMENT,1864.05,Banking & Fees,Pending
3/21/2023,PayPal,1249.5,Others,Posted
11/20/2023,Electricity Bill,-2712.67,Bills & Utilities,Pending
7/10/2024,Walmart,2115.94,Shopping,Posted
3/13/2024,Staples,1092.86,Business Services,Posted
1/11/2024,Office Depot,762.86,Business Services,Posted
12/13/2023,Touchstone Climbing,1989.76,Fitness & Sports,Posted
4/22/2023,Spotify,231.19,Subscriptions,Pending
2/8/2023,Expedia,2352.94,Travel,Pending
2/29/2024,Spotify,809.83,Subscriptions,Pending
1/10/2024,Uber,2102.13,Travel,Pending
11/4/2023,Health Insurance,2361.91,Insurance & Financial,Posted
4/13/2024,Chipotle,738.46,Food & Drinks,Pending
2/2/2023,Overdraft Fee,2439.29,Banking & Fees,Posted
8/10/2024,Disney+,2821.91,Subscriptions,Pending
3/10/2024,Office Depot,2521.5,Business Services,Posted
4/25/2023,Burger King,-868.4,Food & Drinks,Posted
6/30/2023,Car Insurance,2801.65,Insurance & Financial,Pending
8/29/2023,PayPal,383.76,Others,Posted
8/28/2023,Touchstone Climbing,-1611.28,Fitness & Sports,Posted
11/11/2023,Electricity Bill,1195.75,Bills & Utilities,Posted
8/10/2024,PG&E,2463.35,Bills & Utilities,Pending
3/5/2024,CREDIT CARD PAYMENT,1727.4,Banking & Fees,Pending
7/1/2024,Hulu,-988.92,Subscriptions,Posted
5/9/2024,Verizon,2429.07,Bills & Utilities,Pending
12/10/2023,Staples,542.75,Business Services,Pending
2/19/2024,Mortgage Payment,609.03,Insurance & Financial,Pending
12/7/2023,Spotify,2234.02,Subscriptions,Pending
7/17/2024,Expedia,2585.64,Travel,Pending
6/29/2024,Madison Bicycle Shop,1569.64,Business Services,Pending
5/14/2024,Overdraft Fee,1894.87,Banking & Fees,Pending
10/19/2023,Staples,2364.12,Business Services,Pending
5/19/2024,Venmo,2127.93,Others,Posted
4/10/2024,Mortgage Payment,58.78,Insurance & Financial,Pending
1/25/2024,Subway,719.63,Food & Drinks,Pending
1/13/2023,IKEA,2047.52,Shopping,Posted
10/22/2023,Miscellaneous Expense,2212.07,Others,Posted
12/30/2023,Tectra Inc,593.35,Business Services,Posted
4/18/2023,Car Insurance,2177.39,Insurance & Financial,Pending
1/7/2023,Expedia,796.18,Travel,Posted
4/26/2024,Amazon,439.94,Shopping,Pending
6/21/2024,eBay,2394.52,Shopping,Pending
6/11/2024,Walmart,2019.95,Shopping,Posted
10/15/2023,Amazon Prime,666.77,Subscriptions,Pending
5/10/2023,Lyft,2593.76,Travel,Pending
7/7/2024,Staples,1704.49,Business Services,Posted
8/10/2023,United Airlines,331.77,Travel,Posted
9/15/2023,Mortgage Payment,1378.75,Insurance & Financial,Posted
5/21/2023,Health Insurance,2041.48,Insurance & Financial,Pending
5/5/2023,Chipotle,1819.14,Food & Drinks,Posted
5/29/2023,Loan Repayment,2170.03,Insurance & Financial,Posted
7/16/2023,Bank Fee,2740.79,Banking & Fees,Posted
6/26/2023,Uber,309.27,Travel,Posted
8/10/2023,Tectra Inc,2733.45,Business Services,Pending
1/26/2024,Tectra Inc,491.32,Business Services,Posted
5/26/2023,PG&E,507.5,Bills & Utilities,Posted
2/17/2024,Donation,2056.84,Others,Pending
6/4/2023,Venmo,2647.97,Others,Posted
2/25/2023,Water Bill,303.67,Bills & Utilities,Posted
6/30/2024,Gym Membership,-2993.69,Fitness & Sports,Pending
6/20/2024,Donation,1959.5,Others,Pending
8/1/2024,IKEA,745.04,Shopping,Posted
8/15/2024,Water Bill,357.41,Bills & Utilities,Posted
2/10/2024,YouTube Premium,2246.07,Subscriptions,Pending
8/13/2023,Delta Airlines,2124.63,Travel,Posted
1/6/2023,Touchstone Climbing,1703.39,Fitness & Sports,Pending
1/17/2024,Planet Fitness,1433.04,Fitness & Sports,Posted
11/6/2023,Car Insurance,1672.85,Insurance & Financial,Posted
10/20/2023,Overdraft Fee,1588.38,Banking & Fees,Pending
9/9/2023,LA Fitness,2650.25,Fitness & Sports,Pending
2/9/2023,Madison Bicycle Shop,-1985.04,Business Services,Pending
4/3/2024,Automatic Payment,2770.86,Business Services,Pending
1/2/2023,ATM Withdrawal,1782.98,Banking & Fees,Posted
11/7/2023,Verizon,1012.48,Bills & Utilities,Posted
3/3/2024,KFC,1362.67,Food & Drinks,Pending
8/6/2023,Lyft,300.69,Travel,Pending
2/28/2024,Health Insurance,1081.89,Insurance & Financial,Posted
2/4/2024,Planet Fitness,2902.57,Fitness & Sports,Posted
4/27/2023,Delta Airlines,236.6,Travel,Posted
10/14/2023,Loan Repayment,1967.54,Insurance & Financial,Pending
3/31/2024,Health Insurance,91.2,Insurance & Financial,Pending
10/23/2023,Mortgage Payment,809.43,Insurance & Financial,Posted
3/5/2023,Touchstone Climbing,2413.25,Fitness & Sports,Pending
10/4/2023,Health Insurance,1924.71,Insurance & Financial,Pending
1/26/2024,Planet Fitness,2935.74,Fitness & Sports,Posted
7/17/2024,Planet Fitness,993.18,Fitness & Sports,Posted
7/17/2023,Uber,1476.29,Travel,Pending
8/22/2024,Burger King,2390.18,Food & Drinks,Posted
6/29/2024,ATM Withdrawal,1420.53,Banking & Fees,Posted
7/21/2023,McDonald's,901.63,Food & Drinks,Pending
2/4/2024,Expedia,1423.78,Travel,Posted
2/7/2023,Delta Airlines,1530.02,Travel,Pending
3/27/2024,Bank Fee,2879.15,Banking & Fees,Posted
2/17/2024,Chipotle,2913.48,Food & Drinks,Pending
2/12/2023,McDonald's,2112.18,Food & Drinks,Pending
6/7/2024,Gift Card,1749.71,Others,Pending
1/18/2024,Verizon,1225.12,Bills & Utilities,Pending
8/22/2023,Overdraft Fee,1037.63,Banking & Fees,Posted
7/27/2023,Staples,1750.41,Business Services,Posted
11/8/2023,Costco,1784.27,Shopping,Posted
12/23/2023,Marriott Hotels,2169.87,Travel,Posted
8/11/2023,Overdraft Fee,1750.35,Banking & Fees,Pending
5/24/2024,Nike Training,539.01,Fitness & Sports,Pending
2/2/2024,Comcast,615.27,Bills & Utilities,Pending
5/19/2024,Marriott Hotels,322.28,Travel,Pending
9/6/2023,Gift Card,1091.3,Others,Pending
11/30/2023,eBay,1342.15,Shopping,Posted
8/19/2023,Target,1693.05,Shopping,Posted
3/12/2023,Mortgage Payment,-2422.75,Insurance & Financial,Pending
10/19/2023,Planet Fitness,1969.18,Fitness & Sports,Posted
12/8/2023,Donation,2447.19,Others,Pending
3/19/2023,Office Depot,1845.23,Business Services,Posted
4/15/2023,Mortgage Payment,1875.65,Insurance & Financial,Posted
6/13/2024,Gift Card,1271.26,Others,Posted
11/21/2023,Hulu,457.32,Subscriptions,Pending
4/6/2024,Hulu,383.41,Subscriptions,Posted
7/6/2024,PayPal,2824.03,Others,Posted
12/5/2023,Marriott Hotels,77.66,Travel,Posted
12/13/2023,Disney+,2140.55,Subscriptions,Pending
3/10/2023,Health Insurance,2765.48,Insurance & Financial,Pending
12/11/2023,Netflix,1587.79,Subscriptions,Posted
8/17/2024,Nike Training,943.79,Fitness & Sports,Pending
6/22/2023,Lyft,153.96,Travel,Pending
8/9/2024,Domino's Pizza,2040.31,Food & Drinks,Posted
7/20/2023,Airbnb,1054.92,Travel,Pending
9/20/2023,Expedia,2323.49,Travel,Pending
12/7/2023,United Airlines,1083.97,Travel,Posted
2/20/2023,Delta Airlines,872.89,Travel,Posted
5/20/2024,Miscellaneous Expense,1707.65,Others,Pending
1/5/2023,Expedia,1283.58,Travel,Posted
1/29/2023,CREDIT CARD PAYMENT,1860.53,Banking & Fees,Pending
4/20/2023,Disney+,-47.91,Subscriptions,Posted
9/2/2023,PG&E,2683,Bills & Utilities,Posted
11/14/2023,Loan Repayment,2419.25,Insurance & Financial,Pending
3/26/2024,Office Depot,883.63,Business Services,Posted
11/30/2023,Marriott Hotels,2828.54,Travel,Posted
1/9/2023,Gift Card,1914.9,Others,Pending
5/30/2023,Miscellaneous Expense,991.68,Others,Pending
8/18/2023,Gift Card,2875.8,Others,Posted
12/6/2023,Staples,-1433.28,Business Services,Pending
1/20/2023,Car Insurance,2874.15,Insurance & Financial,Pending
7/7/2024,Touchstone Climbing,2810.46,Fitness & Sports,Posted
1/4/2023,Disney+,1907.16,Subscriptions,Pending
2/11/2024,Target,497.81,Shopping,Posted
5/3/2023,Amazon Prime,497.04,Subscriptions,Posted
7/12/2023,YouTube Premium,2342.57,Subscriptions,Pending
6/13/2024,Apple Music,1247.36,Subscriptions,Posted
2/5/2023,Miscellaneous Expense,1855.52,Others,Pending
8/29/2023,Overdraft Fee,331.83,Banking & Fees,Posted
12/21/2023,Planet Fitness,1011.09,Fitness & Sports,Pending
8/18/2023,Touchstone Climbing,2047.05,Fitness & Sports,Pending
10/19/2023,Marriott Hotels,717.71,Travel,Posted
8/16/2023,Burger King,1327.79,Food & Drinks,Posted
6/14/2024,Amazon Prime,256.63,Subscriptions,Posted
10/22/2023,Delta Airlines,2638.63,Travel,Pending
3/10/2023,Touchstone Climbing,205.26,Fitness & Sports,Posted
1/26/2024,Office Depot,2016.48,Business Services,Pending
2/9/2023,IKEA,2886.87,Shopping,Posted
6/17/2023,McDonald's,1444.63,Food & Drinks,Posted
7/12/2023,Health Insurance,2285.52,Insurance & Financial,Posted
1/22/2023,Comcast,1111.92,Bills & Utilities,Posted
3/11/2023,Amazon Prime,2566.38,Subscriptions,Posted
4/27/2024,Planet Fitness,2116.02,Fitness & Sports,Pending
2/16/2023,United Airlines,891.16,Travel,Posted
3/25/2023,Nike Training,311.97,Fitness & Sports,Posted
5/27/2024,Gift Card,82.62,Others,Pending
1/25/2023,Nike Training,-480.95,Fitness & Sports,Posted
12/10/2023,Target,-484.34,Shopping,Posted
5/5/2023,PayPal,1370.81,Others,Pending
2/6/2024,Marriott Hotels,-1184.88,Travel,Pending
7/5/2023,Loan Repayment,1541.94,Insurance & Financial,Posted
1/23/2023,CREDIT CARD PAYMENT,815.68,Banking & Fees,Posted
5/14/2024,Starbucks,-2382.55,Food & Drinks,Posted
1/9/2024,Bank Fee,2118.75,Banking & Fees,Pending
6/16/2024,PayPal,1178.75,Others,Posted
9/5/2023,Delta Airlines,693.84,Travel,Pending
7/31/2023,Madison Bicycle Shop,963.69,Business Services,Posted
11/5/2023,ATM Withdrawal,1950.74,Banking & Fees,Pending
8/3/2023,Lyft,2400.51,Travel,Posted
1/1/2023,Chipotle,2152.05,Food & Drinks,Posted
6/5/2023,Touchstone Climbing,1922.83,Fitness & Sports,Posted
3/12/2024,CREDIT CARD PAYMENT,228.94,Banking & Fees,Pending
3/6/2023,Tectra Inc,2216.22,Business Services,Pending
10/27/2023,Mortgage Payment,2049.37,Insurance & Financial,Posted
1/20/2023,Expedia,-2558.97,Travel,Pending
6/15/2023,Overdraft Fee,2328.49,Banking & Fees,Pending
5/16/2024,Electricity Bill,2674.98,Bills & Utilities,Pending
3/20/2023,Target,2538.72,Shopping,Pending
7/3/2024,Overdraft Fee,1588.58,Banking & Fees,Posted
2/2/2023,Chipotle,432.95,Food & Drinks,Posted
11/4/2023,Loan Repayment,239.96,Insurance & Financial,Posted
5/2/2024,Health Insurance,2214.64,Insurance & Financial,Posted
5/30/2024,Automatic Payment,2828.96,Business Services,Pending
7/5/2024,Staples,-2888.03,Business Services,Posted
6/17/2023,Wire Transfer,944.99,Banking & Fees,Pending
6/18/2023,Office Depot,2941.22,Business Services,Posted
11/11/2023,McDonald's,2480.05,Food & Drinks,Posted
9/1/2023,Miscellaneous Expense,1243.45,Others,Posted
8/4/2023,PG&E,1633.48,Bills & Utilities,Posted
12/25/2023,Miscellaneous Expense,2357.95,Others,Pending
1/23/2023,Apple Music,-2665.1,Subscriptions,Pending
2/9/2023,Venmo,1774.1,Others,Pending
3/12/2024,Automatic Payment,225.01,Business Services,Posted
2/18/2023,McDonald's,-1961.57,Food & Drinks,Posted
2/9/2023,Gym Membership,2373.54,Fitness & Sports,Pending
8/3/2023,Burger King,-1788.29,Food & Drinks,Pending
8/8/2024,Best Buy,976.75,Shopping,Pending
7/8/2023,Health Insurance,2784.2,Insurance & Financial,Posted
3/15/2023,ATM Withdrawal,2271.29,Banking & Fees,Pending
10/22/2023,Automatic Payment,497.07,Business Services,Posted
4/24/2023,Apple Music,2457.27,Subscriptions,Posted
6/2/2023,Touchstone Climbing,2814.81,Fitness & Sports,Pending
6/16/2023,Costco,1484.5,Shopping,Pending
1/23/2023,Donation,715.33,Others,Pending
11/4/2023,Venmo,1104.4,Others,Posted
7/7/2024,Target,2223.61,Shopping,Posted
5/29/2023,Venmo,779.96,Others,Posted
7/27/2024,Staples,2194.9,Business Services,Pending
1/25/2023,Target,1301.76,Shopping,Pending
10/28/2023,Netflix,-2553.33,Subscriptions,Posted
4/16/2024,Walmart,1115.16,Shopping,Posted
6/20/2024,Planet Fitness,1566.91,Fitness & Sports,Posted
4/9/2024,Bank Fee,1417.25,Banking & Fees,Posted
7/30/2023,Walmart,2079.29,Shopping,Posted
4/10/2023,Miscellaneous Expense,210.65,Others,Posted
6/21/2023,Uber,1255.45,Travel,Posted
2/12/2024,Amazon Prime,410,Subscriptions,Posted
11/24/2023,Donation,1605.51,Others,Pending
5/2/2024,PayPal,2331.64,Others,Posted
1/18/2024,Madison Bicycle Shop,2874.32,Business Services,Pending
6/2/2024,Planet Fitness,-204.53,Fitness & Sports,Pending
6/25/2024,Loan Repayment,1075.48,Insurance & Financial,Posted
4/29/2023,Uber,1141.7,Travel,Posted
3/26/2023,Gym Membership,234.07,Fitness & Sports,Pending
5/19/2024,Spotify,2658.29,Subscriptions,Pending
2/4/2023,Costco,878.03,Shopping,Posted
1/19/2024,LA Fitness,455.65,Fitness & Sports,Pending
2/2/2024,Netflix,431.73,Subscriptions,Pending
2/29/2024,CREDIT CARD PAYMENT,2521.18,Banking & Fees,Posted
7/14/2023,Expedia,2281.59,Travel,Pending
1/10/2024,Wire Transfer,2500.5,Banking & Fees,Pending
6/28/2023,LA Fitness,210.22,Fitness & Sports,Pending
2/18/2024,PayPal,-1775.74,Others,Pending
4/7/2023,Loan Repayment,2955.44,Insurance & Financial,Pending
12/3/2023,Netflix,2626.65,Subscriptions,Posted
3/26/2023,Health Insurance,288.65,Insurance & Financial,Posted
5/9/2023,Wire Transfer,-1948.95,Banking & Fees,Pending
5/28/2023,Touchstone Climbing,1040.9,Fitness & Sports,Pending
10/16/2023,Gift Card,1038.62,Others,Pending
4/17/2023,Target,55.48,Shopping,Posted
4/12/2023,Office Depot,2942.8,Business Services,Posted
4/29/2024,Burger King,1785.31,Food & Drinks,Posted
7/10/2024,Car Insurance,1982.62,Insurance & Financial,Posted
7/30/2023,eBay,2362.13,Shopping,Posted
7/29/2023,Venmo,1048.1,Others,Pending
7/1/2023,Office Depot,1617.49,Business Services,Pending
7/15/2024,Verizon,737.12,Bills & Utilities,Posted
6/21/2023,Gift Card,752.9,Others,Posted
7/20/2024,Amazon Prime,750.29,Subscriptions,Posted
7/13/2024,Gym Membership,17.59,Fitness & Sports,Posted
6/2/2024,Gym Membership,2385.77,Fitness & Sports,Pending
12/13/2023,Car Insurance,1343.45,Insurance & Financial,Posted
2/7/2024,Gym Membership,406.33,Fitness & Sports,Posted
9/17/2023,Verizon,2170.7,Bills & Utilities,Pending
1/3/2024,Car Insurance,1750.89,Insurance & Financial,Pending
10/23/2023,Walmart,2565.32,Shopping,Pending
6/4/2024,Walmart,1577.12,Shopping,Pending
8/17/2023,Mortgage Payment,542.9,Insurance & Financial,Posted
4/25/2024,Miscellaneous Expense,1635.92,Others,Pending
4/10/2024,Car Insurance,818.13,Insurance & Financial,Posted
10/13/2023,Amazon,1071.74,Shopping,Pending
3/19/2024,KFC,351.01,Food & Drinks,Pending
1/26/2024,Gym Membership,2157.62,Fitness & Sports,Posted
3/25/2023,Water Bill,996.51,Bills & Utilities,Pending
8/12/2024,eBay,1127.03,Shopping,Posted
5/26/2023,Apple Music,1157.04,Subscriptions,Pending
4/3/2024,Subway,2953.97,Food & Drinks,Posted
2/27/2023,Overdraft Fee,945.92,Banking & Fees,Posted
7/24/2024,Costco,1975.25,Shopping,Posted
6/30/2024,Burger King,983.85,Food & Drinks,Posted
4/3/2024,Uber,2231.22,Travel,Pending
9/10/2023,Best Buy,2106.33,Shopping,Posted
4/6/2023,Donation,2637.82,Others,Pending
3/11/2024,Donation,2296.99,Others,Pending
10/10/2023,ATM Withdrawal,2112.63,Banking & Fees,Pending
12/5/2023,Miscellaneous Expense,-2273.31,Others,Posted
5/30/2024,Car Insurance,-898.9,Insurance & Financial,Pending
7/16/2023,Health Insurance,2902.9,Insurance & Financial,Posted
6/16/2024,IKEA,-1085.29,Shopping,Pending
5/24/2024,Uber,2811.17,Travel,Pending
7/13/2023,Wire Transfer,2625.9,Banking & Fees,Posted
9/23/2023,Planet Fitness,1109.14,Fitness & Sports,Pending
3/2/2023,Chipotle,617.79,Food & Drinks,Posted
2/5/2024,Domino's Pizza,19.24,Food & Drinks,Posted
3/19/2024,Office Depot,1226.98,Business Services,Posted
4/4/2024,Starbucks,961.52,Food & Drinks,Posted
5/17/2023,Verizon,2274.63,Bills & Utilities,Pending
2/13/2024,Health Insurance,539.92,Insurance & Financial,Posted
4/14/2023,Wire Transfer,605.31,Banking & Fees,Posted
7/3/2024,Miscellaneous Expense,2845.31,Others,Posted
2/15/2024,Mortgage Payment,1833.89,Insurance & Financial,Pending
6/9/2024,Comcast,751.13,Bills & Utilities,Posted
4/15/2023,Best Buy,1133.97,Shopping,Posted
8/30/2023,McDonald's,820.49,Food & Drinks,Pending
10/31/2023,Gym Membership,2910.63,Fitness & Sports,Posted
9/17/2023,LA Fitness,706.9,Fitness & Sports,Posted
4/10/2023,Uber,2811.9,Travel,Posted
6/14/2023,IKEA,1629.18,Shopping,Posted
7/18/2023,Overdraft Fee,2205.3,Banking & Fees,Pending
12/26/2023,Expedia,-1067.59,Travel,Posted
6/3/2024,Mortgage Payment,818.14,Insurance & Financial,Posted
1/22/2023,Expedia,298.05,Travel,Posted
4/13/2023,Bank Fee,2994.26,Banking & Fees,Posted
8/10/2024,Automatic Payment,2991.27,Business Services,Pending
3/3/2023,KFC,676.08,Food & Drinks,Pending
8/28/2023,Domino's Pizza,238.22,Food & Drinks,Posted
4/24/2023,LA Fitness,882.44,Fitness & Sports,Posted
5/2/2023,Subway,1254.43,Food & Drinks,Pending
6/11/2024,Burger King,1018.22,Food & Drinks,Pending
1/30/2023,McDonald's,1489.97,Food & Drinks,Posted
12/26/2023,Mortgage Payment,674,Insurance & Financial,Pending
5/26/2024,LA Fitness,1500.58,Fitness & Sports,Posted
12/8/2023,Loan Repayment,887.81,Insurance & Financial,Pending
12/28/2023,Health Insurance,1124.48,Insurance & Financial,Posted
5/22/2023,Automatic Payment,235.32,Business Services,Pending
5/14/2023,Madison Bicycle Shop,2978.72,Business Services,Posted
4/16/2023,Miscellaneous Expense,2494.48,Others,Posted
11/30/2023,Mortgage Payment,632.8,Insurance & Financial,Posted
4/15/2024,LA Fitness,1803.4,Fitness & Sports,Pending
6/26/2023,Gift Card,2419.67,Others,Posted
12/6/2023,Touchstone Climbing,2451.58,Fitness & Sports,Pending
